path, resolution
pdb/surface_glycoprotein/SARS-CoV-2/7sbs 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7n9b 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7vx5 3.8
pdb/surface_glycoprotein/SARS-CoV/7akj 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7we7 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7swp 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7wef 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7ws6 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7wo7 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7ru8 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7tp1 3.81
pdb/surface_glycoprotein/SARS-CoV/7x7v 3.83
pdb/surface_glycoprotein/SARS-CoV-2/7byr 3.84
pdb/surface_glycoprotein/SARS-CoV-2/7kec 3.84
pdb/surface_glycoprotein/SARS-CoV-2/7qtk 3.84
pdb/surface_glycoprotein/SARS-CoV-2/8csa 3.84
pdb/surface_glycoprotein/SARS-CoV-2/7yqz 3.84
pdb/surface_glycoprotein/SARS-CoV-2/7kne 3.85
pdb/surface_glycoprotein/SARS-CoV-2/7v26 3.85
pdb/surface_glycoprotein/SARS-CoV-2/7tca 3.85
pdb/surface_glycoprotein/SARS-CoV-2/8dad 3.85
pdb/surface_glycoprotein/SARS-CoV-2/7tcc 3.86
pdb/surface_glycoprotein/SARS-CoV-2/7the 3.87
pdb/surface_glycoprotein/SARS-CoV-2/7tpl 3.87
pdb/surface_glycoprotein/SARS-CoV-2/7wov 3.87
pdb/surface_glycoprotein/SARS-CoV-2/7qo9 3.88
pdb/surface_glycoprotein/SARS-CoV-2/7xrp 3.88
pdb/surface_glycoprotein/SARS-CoV-2/7lrs 3.89
pdb/surface_glycoprotein/SARS-CoV/6acd 3.9
pdb/surface_glycoprotein/SARS-CoV/6crw 3.9
pdb/surface_glycoprotein/SARS-CoV/6crx 3.9
pdb/surface_glycoprotein/SARS-CoV-2/6xdg 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7a5s 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7a94 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7cah 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7k8x 3.9
pdb/surface_glycoprotein/SARS-CoV/6m3w 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7cwo 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7d0b 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7d4g 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7f63 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7m6f 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7vxa 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7l2f 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7fg3 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7v80 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7cyh 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7vx4 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7e3k 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7vxc 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7fcd 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7vxb 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7r1a 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7wdf 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7wp5 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7won 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7r4r 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7wg8 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7vhl 3.9
pdb/surface_glycoprotein/SARS-CoV-2/7kni 3.91
pdb/surface_glycoprotein/SARS-CoV-2/7tpc 3.91
pdb/surface_glycoprotein/SARS-CoV-2/7wos 3.91
pdb/surface_glycoprotein/SARS-CoV-2/7knb 3.93
pdb/surface_glycoprotein/SARS-CoV-2/6vsj 3.94
pdb/surface_glycoprotein/SARS-CoV-2/7r7n 3.95
pdb/surface_glycoprotein/SARS-CoV-2/7ydi 3.98
pdb/surface_glycoprotein/SARS-CoV-2/7yr0 3.98
pdb/surface_glycoprotein/SARS-CoV-2/6xf6 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7ct5 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7vx9 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7m6i 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7akd 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7n62 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7vxd 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7m6h 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7n1x 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7p79 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7eh5 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7q9j 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7r10 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7tpe 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7wlc 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7s6l 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7wee 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7wg7 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7zr9 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7zcf 4.0
pdb/surface_glycoprotein/SARS-CoV-2/7b17 4.01
pdb/surface_glycoprotein/SARS-CoV-2/7qtj 4.01
pdb/surface_glycoprotein/SARS-CoV-2/7wvq 4.04
pdb/surface_glycoprotein/SARS-CoV-2/7lyp 4.05
pdb/surface_glycoprotein/SARS-CoV/8h13 4.05
pdb/surface_glycoprotein/SARS-CoV-2/7wog 4.06
pdb/surface_glycoprotein/SARS-CoV-2/7toz 4.07
pdb/surface_glycoprotein/SARS-CoV-2/7wrj 4.08
pdb/surface_glycoprotein/SARS-CoV-2/7kl9 4.1
pdb/surface_glycoprotein/SARS-CoV-2/7ndc 4.1
pdb/surface_glycoprotein/SARS-CoV-2/7fem 4.1
pdb/surface_glycoprotein/SARS-CoV-2/7r15 4.1
pdb/surface_glycoprotein/SARS-CoV-2/7swo 4.1
pdb/surface_glycoprotein/SARS-CoV-2/7upl 4.1
pdb/surface_glycoprotein/SARS-CoV-2/8d8r 4.1
pdb/surface_glycoprotein/SARS-CoV-2/7ye9 4.17
pdb/surface_glycoprotein/SARS-CoV-2/7rq6 4.18
pdb/surface_glycoprotein/SARS-CoV-2/7v27 4.18
pdb/surface_glycoprotein/SARS-CoV/6acj 4.2
pdb/surface_glycoprotein/SARS-CoV/6nb6 4.2
pdb/surface_glycoprotein/SARS-CoV-2/7a92 4.2
pdb/surface_glycoprotein/SARS-CoV-2/7bno 4.2
pdb/surface_glycoprotein/SARS-CoV-2/7kmk 4.2
pdb/surface_glycoprotein/SARS-CoV-2/7ndd 4.2
pdb/surface_glycoprotein/SARS-CoV-2/7e3c 4.2
pdb/surface_glycoprotein/SARS-CoV-2/7e3b 4.2
pdb/surface_glycoprotein/SARS-CoV-2/7n64 4.2
pdb/surface_glycoprotein/SARS-CoV-2/7z9r 4.2
pdb/surface_glycoprotein/SARS-CoV-2/7vrv 4.2
pdb/surface_glycoprotein/SARS-CoV-2/8d8q 4.2
pdb/surface_glycoprotein/SARS-CoV-2/7vhj 4.2
pdb/surface_glycoprotein/SARS-CoV/5wrg 4.3
pdb/surface_glycoprotein/SARS-CoV-2/7a95 4.3
pdb/surface_glycoprotein/SARS-CoV-2/7jw0 4.3
pdb/surface_glycoprotein/SARS-CoV-2/7dcc 4.3
pdb/surface_glycoprotein/SARS-CoV-2/7dk6 4.3
pdb/surface_glycoprotein/SARS-CoV-2/7n1y 4.3
pdb/surface_glycoprotein/SARS-CoV-2/7sbo 4.3
pdb/surface_glycoprotein/SARS-CoV-2/7phg 4.3
pdb/surface_glycoprotein/SARS-CoV-2/7sbr 4.3
pdb/surface_glycoprotein/SARS-CoV-2/7sn2 4.3
pdb/surface_glycoprotein/SARS-CoV-2/7wd8 4.3
pdb/surface_glycoprotein/SARS-CoV-2/7swn 4.3
pdb/surface_glycoprotein/SARS-CoV-2/7zbu 4.31
pdb/surface_glycoprotein/SARS-CoV/6cs2 4.4
pdb/surface_glycoprotein/SARS-CoV-2/6zfo 4.4
pdb/surface_glycoprotein/SARS-CoV-2/7a97 4.4
pdb/surface_glycoprotein/SARS-CoV-2/7k8y 4.4
pdb/surface_glycoprotein/SARS-CoV-2/7fg2 4.4
pdb/surface_glycoprotein/SARS-CoV-2/7sbt 4.4
pdb/surface_glycoprotein/SARS-CoV-2/7lqw 4.47
pdb/surface_glycoprotein/SARS-CoV-2/7x7n 4.47
pdb/surface_glycoprotein/SARS-CoV-2/7wo4 4.47
pdb/surface_glycoprotein/SARS-CoV/6ack 4.5
pdb/surface_glycoprotein/SARS-CoV/6nb7 4.5
pdb/surface_glycoprotein/SARS-CoV-2/7jjj 4.5
pdb/surface_glycoprotein/SARS-CoV-2/7q9k 4.5
pdb/surface_glycoprotein/SARS-CoV-2/7q9p 4.5
pdb/surface_glycoprotein/SARS-CoV/6cs1 4.6
pdb/surface_glycoprotein/SARS-CoV-2/7ndb 4.6
pdb/surface_glycoprotein/SARS-CoV-2/6zdg 4.7
pdb/surface_glycoprotein/SARS-CoV-2/7cn9 4.7
pdb/surface_glycoprotein/SARS-CoV-2/7wuh 4.7
pdb/surface_glycoprotein/SARS-CoV-2/7ks9 4.75
pdb/surface_glycoprotein/SARS-CoV-2/7ydy 4.75
pdb/surface_glycoprotein/SARS-CoV-2/7p7a 4.76
pdb/surface_glycoprotein/SARS-CoV-2/7f46 4.79
pdb/surface_glycoprotein/SARS-CoV-2/7a96 4.8
pdb/surface_glycoprotein/SARS-CoV-2/7q0a 4.8
pdb/surface_glycoprotein/SARS-CoV-2/7u0d 4.8
pdb/surface_glycoprotein/SARS-CoV-2/7s0e 4.9
pdb/surface_glycoprotein/SARS-CoV-2/7q9i 4.9
pdb/surface_glycoprotein/SARS-CoV-2/7kxk 5.0
pdb/surface_glycoprotein/SARS-CoV-2/7l58 5.07
pdb/surface_glycoprotein/SARS-CoV/6acg 5.4
pdb/surface_glycoprotein/SARS-CoV-2/7a98 5.4
pdb/surface_glycoprotein/SARS-CoV-2/7dd2 5.6
pdb/surface_glycoprotein/SARS-CoV-2/7l57 5.87
pdb/surface_glycoprotein/SARS-CoV-2/7a93 5.9
pdb/surface_glycoprotein/SARS-CoV-2/7dcx 5.9
pdb/surface_glycoprotein/SARS-CoV-2/7dk3 6.0
pdb/surface_glycoprotein/SARS-CoV-2/7wow 6.11
pdb/surface_glycoprotein/SARS-CoV-2/7ddn 6.3
pdb/surface_glycoprotein/SARS-CoV-2/7kxj 6.4
pdb/surface_glycoprotein/SARS-CoV-2/7ye5 6.75
pdb/surface_glycoprotein/SARS-CoV-2/6zgh 6.8
pdb/surface_glycoprotein/SARS-CoV-2/7fg7 6.9
pdb/surface_glycoprotein/SARS-CoV-2/7nd6 7.3
pdb/surface_glycoprotein/SARS-CoV-2/7xxl 7.3
pdb/surface_glycoprotein/SARS-CoV-2/7dd8 7.5
pdb/surface_glycoprotein/SARS-CoV-2/7dwx 8.3
pdb/surface_glycoprotein/SARS-CoV-2/7dk7 9.7
pdb/surface_glycoprotein/SARS-CoV-2/7e9t 10.9
pdb/surface_glycoprotein/SARS-CoV-2/7dk5 13.5
pdb/surface_glycoprotein/SARS-CoV-2/7ral ?
pdb/surface_glycoprotein/SARS-CoV-2/7m8k ?
